CoC Number,County,Year,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Hispanic/Latino,Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Black or African American,Overall Homeless - Asian,Overall Homeless - American Indian or Alaska Native,CoC Number Original,CoC Name,CoC Category,State,Median_House_Values_1_year,Percentage_of_Households_with_Cost_Burden_1_year,Median_Rent_1_year,Median_Gross_Rent_1_year,Share_of_Renter_Occupied_Units_1_year,Rental_Vacancy_Rates_1_year,Total_Housing_Units_1_year,Share_of_Overcrowded_Housing_Units_1_year,Share_of_Single_Person_Households_1_year,Median_Rental_Utility_Cost_1_year,Median_House_Values_5_year,Percentage_of_Households_with_Cost_Burden_5_year,Median_Rent_5_year,Median_Gross_Rent_5_year,Share_of_Renter_Occupied_Units_5_year,Rental_Vacancy_Rates_5_year,Total_Housing_Units_5_year,Share_of_Overcrowded_Housing_Units_5_year,Share_of_Single_Person_Households_5_year,Median_Rental_Utility_Cost_5_year,Geography,FIPS code,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,LAUS Code,State FIPS,County FIPS,Labor Force,Employed,Unemployed,Unemployment Rate,Total Population,Share of Single-Adult Households,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Total Two or more races,Estimate Total Some Other Race alone,Estimate Total Two or More Races,Estimate Total  10 to 14 years,Estimate Total  15 to 17 years,Estimate Total  18 and 19 years,Estimate Total  20 years,Estimate Total  21 years,Estimate Total  22 to 24 years,Estimate Total  25 to 29 years,Estimate Total  30 to 34 years,Estimate Total  35 to 39 years,Estimate Total  40 to 44 years,Estimate Total  45 to 49 years,Estimate Total  5 to 9 years,Estimate Total  50 to 54 years,Estimate Total  55 to 59 years,Estimate Total  60 and 61 years,Estimate Total  62 to 64 years,Estimate Total  65 and 66 years,Estimate Total  67 to 69 years,Estimate Total  70 to 74 years,Estimate Total  75 to 79 years,Estimate Total  80 to 84 years,Estimate Total  85 years and over,Estimate Total  Under 5 years,Proportion of Females,Estimate Gini Index,Median Household Income,Gini Index,Poverty Rate,JanuaryPrecipitation,YearlyPrecipitation,SummerTemperature,JanuaryTemperature,Share of Families Receiving Cash Assistance,Percentage of Homes Built before 1940,HUD_Assisted_Total_Units,Total Housing Units,Share of HUD-Assisted Units,HUD_Subsidized_Total_Units,pct_occupied,number_reported,pct_reported,Disabled workers,Total,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,With a Disability Estimate Population Age 16 and Over,Aged,Blind and disabled,SSI Participation Rate (Percent),SSDI Participation Rate (Percent),total_homeless_per_10k,total_sheltered_homeless_per_10k,unsheltered_homeless_per_10k
PA-502,delaware county,2014,509,462,47,136,61,312,0,0,0,0,0,0,0,0,0,0,0,0,['PA-502'],"['Upper Darby, Chester, Haverford/Delaware County CoC']",Largely Suburban CoC,pennsylvania,226800,0.5155288650346904,841,1207,0.3,63,221950,0.001637549,0,366,233400,0.5094419414127942,839,1223,0.3,8.3,222430,0.003011179,0,384,0500000US42045,42045,1.14,499.83,159.05,145.06,CN4204500000000,42,45,289872,273672,16200,5.6,562960,0.1049417365354554,0.71,0.21,0,0.05,0,0.01,0.02,,,0.066006466,0.040050803,0.033002345,0.014720406,0.015676069,0.040157382,0.065391857,0.062565724,0.059094785,0.059462484,0.066827128,0.057950831,0.07373348,0.071040571,0.026104874,0.037182038,0.019679906,0.028526005,0.030487068,0.024552366,0.023170385,0.024756643,0.059860381,0.52,0.4857,62993,0.4857,11,3.94,50.22,73.9,53.6,0.2689781656856206,0.2192160396485695,14142,222430,0.063579553,7071,91,7105,100,,,,,,,,,7.731949621737419,6.667919857,1.0640297644592778
PA-502,delaware county,2015,436,376,60,78,36,322,184,252,14,141,0,0,0,3,2,287,0,3,['PA-502'],"['Upper Darby, Chester, Haverford/Delaware County CoC']",Largely Suburban CoC,pennsylvania,235500,0.4849335424750268,864,1242,0.3,57,221868,0.003808999,0,378,232700,0.5139793370219851,843,1221,0.3,7.9,222249,0.002992881,0,378,0500000US42045,42045,1.36,506.61,161.21,147.03,CN4204500000000,42,45,291616,277086,14530,5,563894,0.099463729,0.7,0.21,0,0.05,0,0.01,0.03,,,0.060312754,0.040060721,0.031906706,0.014197704,0.015173064,0.042004348,0.06423725,0.061788208,0.055632796,0.063724743,0.065687878,0.062552536,0.072650179,0.068660067,0.031667299,0.037363405,0.020213019,0.027567238,0.034125208,0.024121555,0.022614179,0.024325494,0.059413649,0.52,0.4677,67584,0.4677,10.3,2.58,48.17,75.6,56,0.2889779236189443,0.2332738384985667,14153,222249,0.063680826,7078,92,7199,100,14440,105060,447157,65151,1103,11337,2.782020632574241,3.2292908307373027,7.206222200134185,6.584996148398479,0.6212260517357056
PA-502,delaware county,2016,406,371,35,93,30,283,192,214,15,162,0,0,0,0,9,235,0,0,['PA-502'],"['Upper Darby, Chester, Haverford/Delaware County CoC']",Largely Suburban CoC,pennsylvania,239500,0.4732294490957304,894,1196,0.33,69,221753,0.005633858,0,302,233300,0.5007862896755352,860,1225,0.31,8,221969,0.003536172,0,365,0500000US42045,42045,2.75,520.53,165.64,151.07,CN4204500000000,42,45,294657,280451,14206,4.8,563402,0.1063290510150833,0.69,0.21,0,0.06,0,0.01,0.02,,,0.062479366,0.039598723,0.032357003,0.015003497,0.013354585,0.04099382,0.064366119,0.064034206,0.059483282,0.057880519,0.064911023,0.05993234,0.070392011,0.071496019,0.02581638,0.041334607,0.020844796,0.029023681,0.034808183,0.026698521,0.020278593,0.024863242,0.060049485,0.52,0.4798,67950,0.4798,10.9,2.88,45.17,77,56.9,0.3017214074734275,0.2084346096783358,14087,221969,0.063463817,,,,,,,,,,,,,8.022015385269242,7.313669655885645,0.7083457293835975
PA-502,delaware county,2017,453,413,40,128,34,291,207,246,20,127,0,0,0,1,22,299,4,0,['PA-502'],"['Upper Darby, Chester, Haverford/Delaware County CoC']",Largely Suburban CoC,pennsylvania,244900,0.4510527667223006,891,1208,0.3,56,224415,0.005392751,0.28,317,235200,0.482794042,879,1242,0.3,7.4,223769,0.003787768,0.29,363,0500000US42045,42045,3.2,537.16,170.93,155.9,CN4204500000000,42,45,297752,284086,13666,4.6,564696,0.1012509385580914,0.68,0.21,0,0.06,0,0.02,0.03,,,0.062695681,0.038978495,0.030504909,0.017572287,0.011491139,0.040924675,0.064340813,0.065610523,0.062061711,0.055725559,0.063758199,0.058773216,0.068433281,0.071241872,0.028286016,0.039532775,0.02288488,0.030588139,0.035613852,0.025562427,0.019369714,0.026647966,0.059401873,0.52,0.4902,73854,0.4902,9.7,2.7,38.8,74.6,55.7,0.2784571293801502,0.2069157587505291,14048,223769,0.062779027,7024,94,7307,100,,,,,,,,,7.3306643104660285,6.392197623377382,0.9384666870886462
PA-502,delaware county,2018,414,361,53,116,24,274,207,207,12,107,0,0,0,0,6,299,2,0,['PA-502'],"['Upper Darby, Chester, Haverford/Delaware County CoC']",Largely Suburban CoC,pennsylvania,254000,0.4613667069615302,896,1224,0.34,59,224876,0.003681945,0.28,328,239600,0.480173239,903,1259,0.31,6.1,224158,0.004059979,0.28,356,0500000US42045,42045,4.64,562.09,178.86,163.13,CN4204500000000,42,45,299684,287280,12404,4.1,564751,0.1034686082893168,0.69,0.22,0,0.06,0,0.01,0.03,,,0.059111006,0.038521401,0.030581619,0.015955704,0.012267353,0.039663498,0.065545701,0.065115423,0.064024676,0.057398747,0.061338537,0.062733842,0.065529764,0.075137538,0.026916287,0.037676781,0.021205806,0.03050725,0.039582046,0.025186321,0.021326213,0.025894598,0.058779887,0.52,0.4829,72045,0.4829,8.6,4.26,40.3,76.1,55.7,0.2870518859444105,0.2283880894359558,14122,224158,0.063000205,7061,92,7166,100,,,,,,,,,7.057822979212947,6.210884221707393,0.8469387575055536
PA-503,luzerne county,2010,201,195,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-503'],"['Wilkes-Barre, Hazleton/Luzerne County CoC']",Largely Suburban CoC,pennsylvania,118800,0.444208159,462,714,0.31,43,148736,0.005089156,0,252,113300,0.4109877828858804,451,,0.3,6.8,148515,0.003461847,0,,0500000US42079,42079,-2.27,356.34,162.67,133.55,,,,,,,,320795,0.1232469333998347,0.93,0.04,0,0.01,0,0.01,0.01,,,0.053909818,0.039124675,0.028709924,0.014626163,0.015813837,0.032830936,0.056253994,0.055502735,0.06134759,0.071226172,0.071968079,0.056472202,0.075496813,0.069324647,0.02943001,0.035072242,0.019214763,0.026225471,0.041746287,0.034557895,0.030592746,0.028713041,0.05183996,0.51,,41898,0.457,16.1,1.84,42.42,70.1,21.1,0.3227847332693779,0.3800828313253012,,,,,,,,,,,,,,,,5.6135798734449605,5.332900879772713,0.280678994
PA-503,luzerne county,2011,180,171,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-503'],"['Wilkes-Barre, Hazleton/Luzerne County CoC']",Largely Suburban CoC,pennsylvania,118800,0.4204361228450736,504,746,0.34,34,148752,0.005008835,0,242,116700,0.4165031397174254,468,727,0.31,5.9,148672,0.00368556,0,259,0500000US42079,42079,-2.23,348.41,159.05,130.58,,,,,,,,320651,0.1287256238090634,0.92,0.04,0,0.01,0,0.02,0.01,,,0.061368903,0.037582917,0.02688281,0.01324493,0.01164506,0.042002052,0.055798984,0.056322918,0.057270989,0.070191579,0.071828873,0.050322625,0.077545369,0.072814368,0.02669881,0.03815675,0.019235867,0.030937062,0.03727417,0.029106412,0.031423573,0.032112796,0.050232184,0.51,0.4429,42847,0.4429,15.5,2.76,38.11,68.9,28.5,0.3248582469572754,0.3936619339571905,,,,,,,,,,,,,,,,5.544704962510942,5.388954823114567,0.15575013939637475
PA-503,luzerne county,2012,178,173,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-503'],"['Wilkes-Barre, Hazleton/Luzerne County CoC']",Largely Suburban CoC,pennsylvania,124000,0.421576653,508,725,0.35,28,148402,0.002911163,0,217,119500,0.4187263257575757,486,742,0.32,4.9,148663,0.004312977,0,256,0500000US42079,42079,-1.08,344.65,157.33,129.17,CN4207900000000,42,79,160422,145056,15366,9.6,321027,0.1348422406838054,0.91,0.04,0,0.01,0,0.03,0.01,,,0.058677308,0.036940818,0.028717211,0.012793316,0.013572067,0.040058936,0.056571566,0.057365891,0.053266548,0.068274631,0.073604401,0.052958162,0.075638498,0.071610799,0.025586633,0.042438798,0.024110122,0.028938376,0.03879113,0.031698268,0.031159373,0.028059945,0.049167204,0.51,0.4637,42370,0.4637,16.4,2.66,71.11,69.2,50.5,0.323308927,0.3577445047910405,18621,148663,0.1252564525134028,9316,95,8543,98,,,,,,,,,5.154590866064986,4.779711530351168,0.3748793357138171
PA-503,luzerne county,2013,165,153,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-503'],"['Wilkes-Barre, Hazleton/Luzerne County CoC']",Largely Suburban CoC,pennsylvania,125100,0.4471836209880817,539,738,0.31,29,147901,0.002037373,0,199,121000,0.4299174102904879,508,754,0.32,3.6,148412,0.004110636,0,246,0500000US42079,42079,-0.97,341.29,155.8,127.91,CN4207900000000,42,79,160095,145552,14543,9.1,320103,0.1219794878523475,0.9,0.03,0,0.01,0,0.03,0.02,,,0.055275958,0.036841267,0.027413051,0.014779618,0.016969538,0.035463585,0.059583946,0.057718922,0.056206908,0.065110293,0.069462017,0.054738631,0.074129265,0.069833772,0.032120911,0.036075888,0.027463035,0.027716079,0.042773732,0.034770058,0.028909445,0.026363389,0.050280691,0.51,0.4517,45190,0.4517,16.4,2.96,42.15,68.7,47.3,0.343589434,0.366914355,18361,148412,0.1237164110718809,9186,94,8185,96,,,,,,,,,6.022036891248915,5.645659585545857,0.37637730570305716
PA-503,luzerne county,2014,192,180,12,49,28,115,0,0,0,0,0,0,0,0,0,0,0,0,['PA-503'],"['Wilkes-Barre, Hazleton/Luzerne County CoC']",Largely Suburban CoC,pennsylvania,120300,0.4059825745236433,548,759,0.31,94,148231,0.004551443,0,211,121700,0.4342184453164496,520,765,0.32,4.3,148551,0.00415974,0,245,0500000US42079,42079,-0.8,338.54,154.54,126.89,CN4207900000000,42,79,158891,147115,11776,7.4,318829,0.1287461303708257,0.9,0.05,0,0.01,0,0.02,0.02,,,0.055142412,0.03598167,0.027447315,0.014223926,0.013508809,0.03842185,0.061070354,0.060615565,0.059960041,0.058567445,0.06721785,0.054116784,0.074202786,0.071505415,0.028231434,0.040134367,0.024953815,0.029972179,0.04439684,0.030812755,0.024533527,0.034360112,0.050622748,0.51,0.446,44311,0.446,16,2.06,36.52,67,46.3,0.3433869696738605,0.369328953,18222,148551,0.1226649433527879,9224,91,8290,100,,,,,,,,,5.463983243784719,4.9615480029769286,0.5024352408077902
PA-503,luzerne county,2015,174,158,16,44,29,101,93,80,17,126,0,0,0,0,4,44,0,0,['PA-503'],"['Wilkes-Barre, Hazleton/Luzerne County CoC']",Largely Suburban CoC,pennsylvania,123100,0.4101546625869529,577,790,0.33,59,148206,0.002754929,0,213,122700,0.4264511635726122,534,769,0.32,4.9,148441,0.003248065,0,235,0500000US42079,42079,1.04,342.08,156.16,128.21,CN4207900000000,42,79,158870,148426,10444,6.6,318449,0.1270062082154442,0.88,0.04,0,0.01,0,0.04,0.02,,,0.059554277,0.035795371,0.026861444,0.014203216,0.013575172,0.036467378,0.063941165,0.056951035,0.060508904,0.056900791,0.068328053,0.049555816,0.074080936,0.07185766,0.031904638,0.038473979,0.026484618,0.032705394,0.04205697,0.031700523,0.022361508,0.034843884,0.050887269,0.51,0.443,50301,0.443,15.4,2.17,38.63,68.1,48.7,0.3446964027341216,0.3598302362927277,18240,148441,0.1228771026872629,9229,91,8211,100,,,,,,,,,5.341627079,5.057161731,0.28446534737960005
PA-503,luzerne county,2016,169,160,9,34,12,123,94,75,20,110,0,0,0,1,7,50,0,1,['PA-503'],"['Wilkes-Barre, Hazleton/Luzerne County CoC']",Largely Suburban CoC,pennsylvania,123400,0.3944405170672591,564,754,0.32,69,147888,0.002360657,0,190,123500,0.4211891997747913,545,772,0.32,5.3,148154,0.003231018,0,227,0500000US42079,42079,-0.25,341.21,155.76,127.88,CN4207900000000,42,79,159199,149292,9907,6.2,316383,0.1325292446180736,0.9,0.04,0,0.01,0,0.02,0.02,,,0.058176324,0.034297039,0.025320577,0.01649899,0.013483657,0.034799594,0.064737992,0.057699055,0.059674508,0.053789236,0.069400063,0.051788497,0.072311091,0.079056081,0.025611363,0.038810556,0.025870543,0.037808605,0.042062943,0.029420038,0.02450827,0.033715465,0.051159512,0.51,0.4641,46580,0.4641,14.8,3.27,39.1,70,49.8,0.3196998465419928,0.3385805474413069,18054,148154,0.1218596865423815,,,,,,,,,,,,,5.483026252351556,5.388491316966184,0.094534935
PA-503,luzerne county,2017,174,171,3,56,20,98,104,70,39,93,0,0,0,0,12,67,0,2,['PA-503'],"['Wilkes-Barre, Hazleton/Luzerne County CoC']",Largely Suburban CoC,pennsylvania,125700,0.350723042,590,765,0.33,35,150114,0.003264701,0.3,175,124100,0.4048553030863741,570,789,0.32,5.5,149737,0.003415285,0.31,219,0500000US42079,42079,2.71,350.46,159.98,131.35,CN4207900000000,42,79,160069,150491,9578,6,317343,0.1215561710830237,0.88,0.05,0,0.01,0,0.04,0.01,,,0.055684228,0.035412787,0.023473024,0.014952276,0.012737007,0.036922195,0.066127187,0.061583208,0.057058136,0.055520368,0.066955944,0.053973146,0.070942167,0.069086131,0.027859445,0.044444024,0.021582326,0.039222545,0.047702328,0.030235424,0.025253432,0.032494808,0.050777865,0.51,0.4441,51332,0.4441,13.8,3.69,38.94,67,48.1,0.3494295306170484,0.3751948519125465,18424,149737,0.1230424010097704,9343,92,8269,96,,,,,,,,,5.194461759316975,5.005572240796358,0.18888951852061728
PA-503,luzerne county,2018,165,159,6,46,18,101,96,68,13,94,0,0,0,0,6,65,0,0,['PA-503'],"['Wilkes-Barre, Hazleton/Luzerne County CoC']",Largely Suburban CoC,pennsylvania,133600,0.4059654946934259,614,810,0.31,84,150280,0.005003858,0.31,196,125400,0.3906746820349761,585,808,0.31,6.6,149897,0.004021741,0.31,223,0500000US42079,42079,2.83,360.37,164.51,135.07,CN4207900000000,42,79,159892,150994,8898,5.6,317646,0.1252652323655893,0.87,0.05,0,0.01,0,0.04,0.02,,,0.063599101,0.035728452,0.02603842,0.016433388,0.010540035,0.033436593,0.063501508,0.063007247,0.051387394,0.062966321,0.064556141,0.04711849,0.071075978,0.067896337,0.030798436,0.041294397,0.026526385,0.032992703,0.051601468,0.034173262,0.027127683,0.027042683,0.051157578,0.51,0.4477,54433,0.4477,14.4,4.67,44.77,69.1,48.3,0.3538408063955509,0.3300638807559223,18062,149897,0.1204960739707932,9037,91,8166,99,,,,,,,,,5.166704996896827,4.946174905565865,0.2205300913309621
PA-504,montgomery county,2010,428,390,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-504'],"['Lower Merion, Norristown, Abington/Montgomery County CoC']",Largely Suburban CoC,pennsylvania,295300,0.4465989091520699,924,1421,0.27,101,325773,0.002806319,0,497,297200,0.4303464331806564,897,,0.26,7.2,322452,0.002109822,0,,0500000US42091,42091,-2.86,574.05,176.64,157.22,,,,,,,,801052,0.098490485,0.82,0.09,0,0.06,0,0.01,0.02,,,0.064782311,0.041446748,0.023921044,0.009984371,0.0105324,0.033065269,0.060768839,0.060153398,0.064583822,0.071570884,0.079967343,0.06363507,0.079229563,0.065495124,0.025503962,0.035304824,0.01983267,0.024489047,0.029109221,0.02671487,0.025643778,0.025332937,0.058932504,0.51,,75448,0.448,5.5,2.89,52.03,76.2,26.6,0.2413625803562264,0.1750758964063934,,,,,,,,,,,,,,,,5.098170876,4.973825244650029,0.12434563111625073
PA-504,montgomery county,2011,410,400,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-504'],"['Lower Merion, Norristown, Abington/Montgomery County CoC']",Largely Suburban CoC,pennsylvania,292300,0.4598517566715446,959,1443,0.27,90,327098,0.002692005,0,484,297900,0.447195415,933,1448,0.26,7.8,324427,0.002295203,0,515,0500000US42091,42091,-2.91,557.32,171.49,152.64,,,,,,,,804210,0.1032839681177801,0.82,0.09,0,0.06,0,0.01,0.02,,,0.064736822,0.040939556,0.024305841,0.011004588,0.008715385,0.033151789,0.061498862,0.06100894,0.064085251,0.06845227,0.07795725,0.06248741,0.080377016,0.069044155,0.025697268,0.035755586,0.017482996,0.02372266,0.033577051,0.028163042,0.023570958,0.026485619,0.057779684,0.52,0.4563,76220,0.4563,6.4,3.16,45.65,75.4,34.3,0.2497778079969694,0.201933366,,,,,,,,,,,,,,,,5.182693021299754,4.898201518937239,0.2844915023625164
PA-504,montgomery county,2012,419,396,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-504'],"['Lower Merion, Norristown, Abington/Montgomery County CoC']",Largely Suburban CoC,pennsylvania,288500,0.4369234304095583,989,1398,0.28,87,326224,0.003921696,0,409,296000,0.4495359488210919,956,1459,0.27,8.4,325269,0.002956995,0,503,0500000US42091,42091,-1.84,547.05,168.33,149.82,CN4209100000000,42,91,434779,407769,27010,6.2,808460,0.1014063775573312,0.82,0.09,0,0.07,0,0.01,0.02,,,0.064276526,0.040472009,0.024792816,0.008065953,0.011863296,0.033720901,0.061617149,0.062266531,0.057688692,0.072479776,0.075293768,0.061221334,0.080052198,0.075355614,0.023602899,0.032706627,0.020269401,0.026950004,0.032699206,0.027187492,0.024222596,0.026092818,0.057102392,0.52,0.4593,76953,0.4593,6.5,3.54,63.18,74.8,55.6,0.262203646,0.1988664230712639,12120,325269,0.037261467,6060,94,5522,98,15385,148045,638188,71017,1032,7207,1.2909988906090368,2.410731633938589,5.711640915044265,5.5516164928555245,0.1600244221887402
PA-504,montgomery county,2013,464,451,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-504'],"['Lower Merion, Norristown, Abington/Montgomery County CoC']",Largely Suburban CoC,pennsylvania,291700,0.45217133,969,1397,0.28,84,326300,0.002190867,0,428,292600,0.4485907539860836,976,1462,0.27,8.8,325712,0.003044021,0,486,0500000US42091,42091,0.61,550.38,169.36,150.74,CN4209100000000,42,91,434321,409694,24627,5.7,812376,0.1044405546200281,0.81,0.09,0,0.07,0,0.01,0.02,,,0.063549391,0.040248604,0.024300324,0.00897737,0.011415896,0.034237841,0.060943455,0.06339429,0.058856982,0.068533536,0.073893123,0.06177312,0.07855722,0.071587541,0.026858253,0.035321083,0.022869952,0.024716387,0.035205373,0.02778024,0.021472816,0.028739155,0.056768048,0.51,0.4761,76919,0.4761,6.8,3.26,42.49,74,52.5,0.2652924401346697,0.182690775,11756,325712,0.036093236,5878,93,5243,97,15705,150500,639135,76906,1085,7302,1.3122423275207895,2.4572273463352814,5.362015628194408,5.288563359315033,0.073452269
PA-504,montgomery county,2014,438,432,6,157,33,248,0,0,0,0,0,0,0,0,0,0,0,0,['PA-504'],"['Lower Merion, Norristown, Abington/Montgomery County CoC']",Largely Suburban CoC,pennsylvania,287900,0.4712726943450899,1016,1417,0.29,51,327459,0.004658285,0,401,290800,0.4583239454991758,999,1466,0.27,8.3,326528,0.00326998,0,467,0500000US42091,42091,2.37,563.44,173.38,154.31,CN4209100000000,42,91,436059,415513,20546,4.7,816857,0.098253427,0.8,0.09,0,0.07,0,0.01,0.02,,,0.065428833,0.039516096,0.023869539,0.012242045,0.009646731,0.034720887,0.06069361,0.064079759,0.059001759,0.066900326,0.071260943,0.058738555,0.077740657,0.073907673,0.026472198,0.036008751,0.020921655,0.0263155,0.038877062,0.027531135,0.022595142,0.027413611,0.056117533,0.51,0.4588,79495,0.4588,7.2,3.71,47.78,72.6,52.2,0.2704880055220931,0.1738416107054623,11563,326528,0.035411971,5781,89,5212,100,15875,152475,644103,76081,1129,7478,1.3362769619144763,2.464667918019323,5.2364073119287555,5.199789078978204,0.036618232950550736
PA-504,montgomery county,2015,429,426,3,161,25,243,233,196,28,198,0,0,0,0,52,173,4,2,['PA-504'],"['Lower Merion, Norristown, Abington/Montgomery County CoC']",Largely Suburban CoC,pennsylvania,299700,0.4694431445952269,1064,1456,0.28,56,328621,0.004069638,0,392,292300,0.4617710277062616,1012,1451,0.27,7.3,327146,0.003713232,0,439,0500000US42091,42091,1.96,574.47,176.77,157.33,CN4209100000000,42,91,440961,422291,18670,4.2,819264,0.098412722,0.79,0.09,0,0.08,0,0.02,0.02,,,0.062066684,0.039248643,0.023450316,0.012976281,0.012585687,0.03167233,0.060085638,0.06438706,0.063010214,0.061025506,0.069892001,0.061268407,0.076467415,0.072491895,0.026658074,0.039786931,0.022470168,0.029881699,0.037143094,0.026546998,0.024122871,0.027309878,0.055452211,0.51,0.4683,83254,0.4683,6.6,2.8,48.3,74.1,54.4,0.2816377346080665,0.1760325724771088,11657,327146,0.035632409,5828,89,5189,100,15770,153660,648209,75759,1120,7279,1.2957240643064198,2.432857303739997,4.843469530560711,4.600079101889318,0.2433904286713925
PA-504,montgomery county,2016,398,378,20,149,30,219,206,192,25,155,0,0,0,0,20,220,2,1,['PA-504'],"['Lower Merion, Norristown, Abington/Montgomery County CoC']",Largely Suburban CoC,pennsylvania,307500,0.4545494895694629,1090,1443,0.29,43,329329,0.002336396,0,353,293800,0.4563793403280969,1041,1450,0.28,6.3,327785,0.003704612,0,409,0500000US42091,42091,2.28,587.55,180.79,160.92,CN4209100000000,42,91,448110,429782,18328,4.1,821725,0.098153275,0.8,0.09,0,0.07,0,0.01,0.03,,,0.062408957,0.03903374,0.022158265,0.010634945,0.010313669,0.037866683,0.059288691,0.064416928,0.061930695,0.061460951,0.068924519,0.060226962,0.073618303,0.072076425,0.028511972,0.039799203,0.019330068,0.034849859,0.038987496,0.027579786,0.023606438,0.027596824,0.055378624,0.51,0.4623,84113,0.4623,6.2,3.11,42.74,76.2,55.8,0.2925210929206012,0.1766956447807511,11655,327785,0.035556844,,,,,15750,155490,649687,77927,1114,7310,1.2966243745064931,2.4242442899426955,3.7526858941379415,3.5226825651423903,0.23000332899555123
PA-504,montgomery county,2017,310,291,19,108,30,172,168,142,14,110,0,0,0,0,29,169,2,0,['PA-504'],"['Lower Merion, Norristown, Abington/Montgomery County CoC']",Largely Suburban CoC,pennsylvania,315900,0.4447148544832613,1114,1457,0.28,62,334404,0.002710036,0.26,343,299300,0.4556332609868972,1076,1473,0.28,5.8,331100,0.003347133,0.26,397,0500000US42091,42091,3.19,606.28,186.56,166.05,CN4209100000000,42,91,452286,434533,17753,3.9,826075,0.1008056169234028,0.79,0.1,0,0.08,0,0.01,0.02,,,0.06368429,0.038757982,0.024008716,0.009796931,0.010816209,0.036602003,0.059523651,0.06528584,0.063497866,0.060148292,0.067819508,0.058489847,0.071616984,0.074220864,0.027717822,0.039446781,0.024532881,0.030781709,0.03973247,0.026995128,0.021971371,0.029376267,0.055176588,0.51,0.4707,87304,0.4707,5.7,2.43,37.59,73.6,54.4,0.267209049,0.1794147199196182,11639,331100,0.035152522,5819,89,5143,99,15840,158485,656457,76635,1134,7407,1.3010753179568502,2.4129531713425254,3.511930910302147,3.2705610882882534,0.24136982201389323
PA-504,montgomery county,2018,291,271,20,96,14,181,158,133,23,115,0,0,0,1,12,163,0,0,['PA-504'],"['Lower Merion, Norristown, Abington/Montgomery County CoC']",Largely Suburban CoC,pennsylvania,323400,0.4267101333537539,1135,1479,0.29,86,336194,0.002977634,0.26,344,305800,0.4496526012540247,1120,1499,0.28,5.9,332631,0.003634348,0.26,379,0500000US42091,42091,3.86,629.68,193.76,172.46,CN4209100000000,42,91,455916,439773,16143,3.5,828604,0.097051185,0.79,0.09,0,0.08,0,0.02,0.03,,,0.062909424,0.03840918,0.023236673,0.010237701,0.010004779,0.036757003,0.060037123,0.065138474,0.066096712,0.059089746,0.06566466,0.058777172,0.069976732,0.074539828,0.026440857,0.040204971,0.026757052,0.030170021,0.040443927,0.031451695,0.022273607,0.026499993,0.05488267,0.51,0.4703,90122,0.4703,5.8,4.64,40.51,74.9,54.5,0.2746603716393096,0.1688786831412815,11554,332631,0.034735187,5777,88,5098,100,15620,160725,657200,78662,1170,7341,1.2950395617772368,2.3767498478393185,2.960591636930372,2.7319280552162377,0.22866358171413442
PA-505,chester county,2010,319,312,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-505'],['Chester County CoC'],Largely Suburban CoC,pennsylvania,330500,0.3779982531186311,955,1553,0.24,50,192614,0.004523241,0,598,334300,0.4065421689657671,928,,0.23,5.1,189259,0.003345553,0,,0500000US42029,42029,-2.99,563.82,178.44,153.04,,,,,,,,499797,0.088531944,0.87,0.06,0,0.04,0,0.01,0.02,,,0.070116467,0.044416033,0.02849757,0.014697967,0.010170129,0.03564047,0.05389188,0.054946308,0.064986384,0.073833977,0.081313013,0.0709348,0.080178552,0.071324958,0.020382275,0.032437169,0.017381057,0.025004152,0.0275852,0.021974922,0.020694402,0.01751311,0.062079204,0.51,,84284,0.439,6.2,3.09,53.93,75.6,26.6,0.2285690081403498,0.1516141090471097,,,,,,,,,,,,,,,,14.407706336810897,14.22909840701572,0.1786079297951764
